-40.0000000000000000 -35.0000000000000000 -10.0000000000000000 
-40.0000000000000000 -65.0000000000000000 -10.0000000000000000 

-60.0000000000000000 -35.0000000000000000 -10.0000000000000000 
-60.0000000000000000 -65.0000000000000000 -10.0000000000000000 

-60.0000000000000000 -35.0000000000000000 10.0000000000000000 
-60.0000000000000000 -65.0000000000000000 10.0000000000000000 

-40.0000000000000000 -35.0000000000000000 10.0000000000000000 
-40.0000000000000000 -65.0000000000000000 10.0000000000000000 

-40.0000000000000000 -35.0000000000000000 -10.0000000000000000 
-40.0000000000000000 -65.0000000000000000 -10.0000000000000000 


-40.0000000000000000 -35.0000000000000000 10.0000000000000000 
-34.0000000000000000 -35.0000000000000000 10.0000000000000000 
-34.0000000000000000 -35.0000000000000000 20.0000000000000000 
-40.0000000000000000 -35.0000000000000000 20.0000000000000000 

-40.0000000000000000 -35.0000000000000000 10.0000000000000000 
-37.0000000000000000 -29.8038475772933680 10.0000000000000000 
-37.0000000000000000 -29.8038475772933680 20.0000000000000000 
-40.0000000000000000 -35.0000000000000000 20.0000000000000000 

-40.0000000000000000 -35.0000000000000000 10.0000000000000000 
-43.0000000000000000 -29.8038475772933680 10.0000000000000000 
-43.0000000000000000 -29.8038475772933680 20.0000000000000000 
-40.0000000000000000 -35.0000000000000000 20.0000000000000000 

-40.0000000000000000 -35.0000000000000000 10.0000000000000000 
-46.0000000000000000 -35.0000000000000000 10.0000000000000000 
-46.0000000000000000 -35.0000000000000000 20.0000000000000000 
-40.0000000000000000 -35.0000000000000000 20.0000000000000000 

-40.0000000000000000 -35.0000000000000000 10.0000000000000000 
-43.0000000000000000 -40.1961524227066320 10.0000000000000000 
-43.0000000000000000 -40.1961524227066320 20.0000000000000000 
-40.0000000000000000 -35.0000000000000000 20.0000000000000000 

-40.0000000000000000 -35.0000000000000000 10.0000000000000000 
-37.0000000000000071 -40.1961524227066320 10.0000000000000000 
-37.0000000000000071 -40.1961524227066320 20.0000000000000000 
-40.0000000000000000 -35.0000000000000000 20.0000000000000000 

-40.0000000000000000 -35.0000000000000000 10.0000000000000000 
-34.0000000000000000 -35.0000000000000000 10.0000000000000000 
-34.0000000000000000 -35.0000000000000000 20.0000000000000000 
-40.0000000000000000 -35.0000000000000000 20.0000000000000000 



-40.0000000000000000 -65.0000000000000000 10.0000000000000000 
-34.0000000000000000 -65.0000000000000000 10.0000000000000000 
-34.0000000000000000 -65.0000000000000000 20.0000000000000000 
-40.0000000000000000 -65.0000000000000000 20.0000000000000000 

-40.0000000000000000 -65.0000000000000000 10.0000000000000000 
-37.0000000000000000 -70.1961524227066320 10.0000000000000000 
-37.0000000000000000 -70.1961524227066320 20.0000000000000000 
-40.0000000000000000 -65.0000000000000000 20.0000000000000000 

-40.0000000000000000 -65.0000000000000000 10.0000000000000000 
-43.0000000000000000 -70.1961524227066320 10.0000000000000000 
-43.0000000000000000 -70.1961524227066320 20.0000000000000000 
-40.0000000000000000 -65.0000000000000000 20.0000000000000000 

-40.0000000000000000 -65.0000000000000000 10.0000000000000000 
-46.0000000000000000 -65.0000000000000000 10.0000000000000000 
